game_num,away_team,home_team,away_score,home_score
1105,CHR,BKN,3,7
1106,LAP,BOS,5,1
1107,SDT,CLE,0,2
1108,KCM,DET,1,4
1109,SFN,PHI,3,5
1110,OKC,WAS,0,5
1111,OAK,NYC,0,8
1112,HOU,PIT,2,3
1113,CHR,BKN,3,4
1114,LAP,BOS,1,2
1115,SDT,CLE,4,1
1116,KCM,DET,1,2
1117,SFN,PHI,2,1
1118,OKC,WAS,0,4
1119,CLE,NYC,2,5
1120,CHR,BKN,2,5
1121,KCM,DET,3,4
1122,BOS,WAS,5,3
1123,CLE,NYC,4,2
1124,DET,PIT,1,5
1125,BKN,PHI,4,7
1126,SFN,CHR,1,2
1127,OAK,SDT,5,1
1128,HOU,KCM,1,4
1129,LAP,OKC,5,1
1130,BOS,WAS,3,1
1131,CLE,NYC,0,7
1132,DET,PIT,1,4
1133,BKN,PHI,4,0
1134,SFN,CHR,5,6
1135,OAK,SDT,3,7
1136,HOU,KCM,0,4
1137,LAP,OKC,0,3
1138,BOS,WAS,7,2
1139,CLE,NYC,5,2
1140,DET,PIT,1,6
1141,BKN,PHI,0,7
1142,SFN,CHR,1,7
1143,OAK,SDT,2,0
1144,HOU,KCM,4,3
1145,LAP,OKC,2,1
1146,DET,NYC,1,5
1147,CLE,PIT,3,2
1148,WAS,PHI,4,1
1149,SDT,KCM,3,4
1150,HOU,OAK,2,7
1151,DET,NYC,2,3
1152,CLE,PIT,4,3
1153,BOS,BKN,5,2
1154,WAS,PHI,0,7
1155,SFN,LAP,1,0
1156,SDT,KCM,1,2
1157,HOU,OAK,7,2
1158,CHR,OKC,1,7
1159,DET,NYC,2,1
1160,CLE,PIT,2,1
1161,BOS,BKN,2,3
1162,WAS,PHI,2,7
1163,SFN,LAP,5,1
1164,SDT,KCM,3,1
1165,HOU,OAK,3,2
1166,CHR,OKC,3,1
1167,BOS,BKN,4,3
1168,CLE,DET,0,4
1169,SFN,LAP,5,1
1170,HOU,OAK,1,2
1171,CHR,OKC,5,1
1172,BKN,WAS,2,4
1173,PIT,NYC,5,2
1174,PHI,BOS,4,1
1175,CLE,DET,2,1
1176,LAP,CHR,6,5
1177,SDT,HOU,0,4
1178,OAK,KCM,5,1
1179,SFN,OKC,0,3
1180,BKN,WAS,6,3
1181,PIT,NYC,3,4
1182,PHI,BOS,5,0
1183,CLE,DET,1,5
1184,LAP,CHR,6,9
1185,SDT,HOU,5,1
1186,OAK,KCM,0,8
1187,SFN,OKC,4,5
1188,BKN,WAS,5,1
1189,PIT,NYC,4,0
1190,PHI,BOS,2,5
1191,CLE,DET,4,6
1192,LAP,CHR,5,4
1193,SDT,HOU,4,2
1194,OAK,KCM,7,1
1195,SFN,OKC,4,3
1196,PIT,PHI,1,5
1197,OKC,SDT,3,2
1198,CHR,KCM,6,2
1199,NYC,BOS,4,0
1200,WAS,CLE,5,1
1201,BKN,DET,0,2
1202,PIT,PHI,0,2
1203,OKC,SDT,1,7
1204,HOU,SFN,4,0
1205,CHR,KCM,1,4
1206,LAP,OAK,1,3
1207,NYC,BOS,5,3
1208,WAS,CLE,2,4
1209,BKN,DET,2,4
1210,PIT,PHI,6,1
1211,OKC,SDT,3,2
1212,HOU,SFN,2,1
1213,CHR,KCM,3,5
1214,LAP,OAK,2,4
1215,NYC,BOS,0,8
1216,WAS,CLE,0,2
1217,BKN,DET,1,4
1218,HOU,SFN,2,3
1219,LAP,OAK,4,0
1220,DET,WAS,1,5
1221,PHI,NYC,2,8
1222,BOS,PIT,2,1
1223,CLE,BKN,0,8
1224,OAK,CHR,2,3
1225,OKC,HOU,1,5
1226,SFN,SDT,3,5
1227,KCM,LAP,5,1
1228,DET,WAS,4,2
1229,PHI,NYC,1,5
1230,BOS,PIT,2,8
1231,CLE,BKN,3,1
1232,OAK,CHR,2,4
1233,OKC,HOU,8,2
1234,SFN,SDT,3,7
1235,KCM,LAP,4,3
1236,DET,WAS,2,5
1237,PHI,NYC,2,3
1238,BOS,PIT,3,0
1239,CLE,BKN,3,2
1240,OAK,CHR,0,2
1241,OKC,HOU,7,1
1242,SFN,SDT,3,6
1243,KCM,LAP,0,3
1244,WAS,PIT,1,5
1245,NYC,BKN,2,0
1246,CLE,PHI,7,1
1247,CHR,SDT,4,5
1248,HOU,LAP,4,3
1249,OKC,KCM,2,0
1250,SFN,OAK,6,0
1251,WAS,PIT,2,3
1252,NYC,BKN,7,1
1253,BOS,DET,2,5
1254,CLE,PHI,1,4
1255,CHR,SDT,2,4
1256,HOU,LAP,2,1
1257,OKC,KCM,1,2
1258,SFN,OAK,1,5
1259,WAS,PIT,0,2
1260,NYC,BKN,7,0
1261,BOS,DET,3,5
1262,CLE,PHI,11,2
1263,CHR,SDT,5,1
1264,HOU,LAP,5,1
1265,OKC,KCM,5,2
1266,SFN,OAK,2,1
1267,WAS,NYC,3,4
1268,PIT,BKN,5,2
1269,BOS,DET,1,3
1270,CHR,HOU,4,5
1271,SDT,LAP,2,1
1272,OAK,OKC,0,5
1273,WAS,NYC,2,3
1274,PIT,BKN,2,1
1275,BOS,CLE,1,7
1276,PHI,DET,4,3
1277,CHR,HOU,3,6
1278,SDT,LAP,2,4
1279,KCM,SFN,4,1
1280,OAK,OKC,1,7
1281,WAS,NYC,4,6
1282,PIT,BKN,0,7
1283,BOS,CLE,0,2
1284,PHI,DET,3,4
1285,CHR,HOU,2,5
1286,SDT,LAP,0,2
1287,KCM,SFN,1,3
1288,OAK,OKC,1,2
1289,WAS,NYC,2,0
1290,PIT,BKN,3,7
1291,BOS,CLE,5,1
1292,PHI,DET,1,2
1293,CHR,HOU,9,5
1294,SDT,LAP,1,3
1295,KCM,SFN,2,1
1296,OAK,OKC,3,5
